age,sex,education,education-num,marital-status,workclass,occupation,hours-per-week,income,label
49,Male,Assoc-acdm,12,Separated,Private,Sales,35,<=50K,0
46,Female,Some-college,10,Never-married,State-gov,Other-service,40,<=50K,0
19,Female,HS-grad,9,Never-married,Private,Other-service,40,<=50K,0
44,Male,Bachelors,13,Married,Self-emp,Exec-managerial,50,>50K,1
19,Male,HS-grad,9,Never-married,Private,Other-service,30,<=50K,0
35,Male,Assoc-voc,11,Married,Private,Craft-repair,50,<=50K,0
30,Male,HS-grad,9,Separated,Private,Other-service,40,<=50K,0
36,Female,Some-college,10,Divorced,Private,Other-service,40,<=50K,0
55,Male,HS-grad,9,Married,Private,Craft-repair,40,>50K,1
31,Female,Some-college,10,Divorced,Private,Adm-clerical,45,<=50K,0
33,Female,Some-college,10,Never-married,Federal-gov,Adm-clerical,40,<=50K,0
30,Female,Some-college,10,Never-married,Private,Sales,45,<=50K,0
33,Male,12th,8,Never-married,Self-emp,Transport-moving,40,<=50K,0
30,Female,Assoc-acdm,12,Never-married,Private,Prof-specialty,40,<=50K,0
47,Male,Bachelors,13,Married,State-gov,Exec-managerial,40,>50K,1
46,Female,Some-college,10,Divorced,Private,Sales,40,<=50K,0
22,Male,Some-college,10,Never-married,Private,Craft-repair,40,<=50K,0
47,Male,HS-grad,9,Married,Self-emp,Exec-managerial,50,>50K,1
23,Female,Some-college,10,Never-married,Private,Adm-clerical,40,<=50K,0
47,Male,Bachelors,13,Married,Private,Prof-specialty,45,>50K,1
55,Male,HS-grad,9,Divorced,Self-emp,Exec-managerial,60,>50K,1
38,Male,HS-grad,9,Married,Private,Craft-repair,55,<=50K,0
47,Female,Bachelors,13,Divorced,Private,Other-service,25,<=50K,0
30,Male,HS-grad,9,Married,Local-gov,Handlers-cleaners,25,<=50K,0
44,Female,Some-college,10,Married,Self-emp,Other-service,50,<=50K,0
29,Male,Assoc-acdm,12,Never-married,Private,Other-service,20,<=50K,0
39,Female,HS-grad,9,Married,Private,Other-service,40,<=50K,0
45,Male,Assoc-voc,11,Married,Private,Craft-repair,40,>50K,1
42,Male,Some-college,10,Married,Private,Transport-moving,40,>50K,1
21,Female,HS-grad,9,Never-married,Private,Adm-clerical,40,<=50K,0
26,Male,HS-grad,9,Never-married,Private,Tech-support,40,<=50K,0
31,Male,11th,7,Married,Private,Craft-repair,40,<=50K,0
59,Male,Some-college,10,Married,Self-emp,Craft-repair,50,>50K,1
19,Male,Some-college,10,Never-married,Private,Other-service,35,<=50K,0
36,Female,Some-college,10,Divorced,Private,Exec-managerial,40,<=50K,0
21,Female,Some-college,10,Never-married,State-gov,Other-service,25,<=50K,0
22,Female,Bachelors,13,Never-married,Private,Exec-managerial,30,<=50K,0
39,Female,Some-college,10,Never-married,Private,Adm-clerical,45,<=50K,0
30,Female,Some-college,10,Married,Private,Other-service,40,<=50K,0
46,Female,Bachelors,13,Divorced,Self-emp,Other-service,60,>50K,1
51,Female,Assoc-acdm,12,Married,Private,Prof-specialty,40,>50K,1
49,Male,Bachelors,13,Married,Private,Machine-op-inspct,48,<=50K,0
52,Female,5th-6th,3,Never-married,Private,Handlers-cleaners,40,<=50K,0
20,Male,HS-grad,9,Never-married,Private,Handlers-cleaners,35,<=50K,0
25,Female,Some-college,10,Never-married,Private,Adm-clerical,25,<=50K,0
28,Female,Bachelors,13,Married,Private,Exec-managerial,50,>50K,1
51,Male,Masters,14,Married,Private,Prof-specialty,45,>50K,1
45,Male,Assoc-voc,11,Married,Private,Craft-repair,40,>50K,1
34,Female,HS-grad,9,Never-married,Private,Sales,35,<=50K,0
19,Female,Some-college,10,Never-married,Private,Sales,20,<=50K,0
28,Male,Some-college,10,Married,Private,Craft-repair,40,<=50K,0
20,Male,HS-grad,9,Never-married,Private,Farming-fishing,55,<=50K,0
22,Female,Some-college,10,Never-married,Private,Other-service,30,<=50K,0
22,Female,Some-college,10,Never-married,Private,Other-service,30,<=50K,0
47,Female,HS-grad,9,Divorced,Federal-gov,Other-service,40,<=50K,0
60,Female,HS-grad,9,Married,Self-emp,Sales,25,<=50K,0
31,Female,Some-college,10,Never-married,Private,Adm-clerical,55,<=50K,0
26,Female,Some-college,10,Never-married,Private,Other-service,40,<=50K,0
51,Male,Bachelors,13,Married,Private,Craft-repair,40,>50K,1
25,Male,Bachelors,13,Married,Private,Prof-specialty,45,>50K,1
34,Male,Bachelors,13,Married,Private,Sales,50,>50K,1
32,Male,Some-college,10,Never-married,Private,Sales,60,<=50K,0
43,Female,HS-grad,9,Separated,Private,Adm-clerical,40,<=50K,0
41,Female,HS-grad,9,Married,State-gov,Adm-clerical,38,>50K,1
34,Male,5th-6th,3,Married,Private,Handlers-cleaners,40,<=50K,0
19,Female,Some-college,10,Never-married,Private,Adm-clerical,26,<=50K,0
40,Male,11th,7,Married,Private,Transport-moving,55,<=50K,0
45,Female,7th-8th,4,Widowed,Private,Other-service,21,<=50K,0
65,Male,HS-grad,9,Married,Private,Exec-managerial,40,>50K,1
30,Male,HS-grad,9,Never-married,Private,Craft-repair,45,<=50K,0
44,Male,Masters,14,Married,Private,Prof-specialty,45,>50K,1
38,Male,HS-grad,9,Married,Self-emp,Craft-repair,25,<=50K,0
48,Male,HS-grad,9,Married,Local-gov,Exec-managerial,38,>50K,1
32,Male,Bachelors,13,Never-married,Private,Exec-managerial,40,<=50K,0
38,Male,HS-grad,9,Married,Self-emp,Transport-moving,40,>50K,1
31,Male,Assoc-voc,11,Divorced,Private,Craft-repair,40,<=50K,0
40,Female,9th,5,Divorced,Self-emp,Other-service,20,<=50K,0
44,Female,Some-college,10,Divorced,Private,Other-service,40,<=50K,0
23,Male,HS-grad,9,Divorced,Private,Craft-repair,60,<=50K,0
59,Male,7th-8th,4,Married,Private,Machine-op-inspct,40,<=50K,0
50,Female,HS-grad,9,Married,Private,Other-service,30,<=50K,0
26,Female,Bachelors,13,Never-married,Private,Adm-clerical,40,<=50K,0
36,Male,HS-grad,9,Never-married,Private,Transport-moving,48,<=50K,0
33,Male,Doctorate,16,Married,Private,Prof-specialty,40,<=50K,0
21,Female,HS-grad,9,Never-married,Private,Adm-clerical,60,<=50K,0
20,Male,HS-grad,9,Never-married,Private,Exec-managerial,25,<=50K,0
49,Female,HS-grad,9,Never-married,Private,Adm-clerical,35,<=50K,0
19,Female,HS-grad,9,Never-married,Private,Adm-clerical,25,<=50K,0
59,Male,Some-college,10,Married,Private,Prof-specialty,34,<=50K,0
30,Female,HS-grad,9,Never-married,Private,Other-service,40,<=50K,0
25,Male,Bachelors,13,Never-married,Private,Exec-managerial,50,<=50K,0
28,Female,Some-college,10,Never-married,Private,Adm-clerical,40,<=50K,0
60,Male,Masters,14,Married,Self-emp,Exec-managerial,40,<=50K,0
41,Female,Masters,14,Married,Self-emp,Exec-managerial,50,>50K,1
39,Female,Assoc-acdm,12,Separated,Private,Prof-specialty,30,<=50K,0
33,Male,HS-grad,9,Never-married,Private,Other-service,38,<=50K,0
58,Male,HS-grad,9,Married,Private,Sales,60,<=50K,0
35,Male,Some-college,10,Never-married,Private,Other-service,40,<=50K,0
23,Female,Some-college,10,Never-married,Private,Adm-clerical,40,<=50K,0
27,Male,Some-college,10,Never-married,Private,Sales,35,<=50K,0
37,Male,Assoc-voc,11,Married,Self-emp,Sales,60,>50K,1
18,Female,HS-grad,9,Never-married,Private,Sales,24,<=50K,0
20,Male,11th,7,Never-married,Private,Handlers-cleaners,40,<=50K,0
49,Male,Some-college,10,Married,Self-emp,Exec-managerial,60,<=50K,0
19,Male,HS-grad,9,Never-married,Private,Transport-moving,46,<=50K,0
45,Male,HS-grad,9,Married,Private,Sales,50,>50K,1
65,Female,Bachelors,13,Divorced,Self-emp,Other-service,35,<=50K,0
38,Female,HS-grad,9,Never-married,Private,Sales,30,<=50K,0
26,Male,HS-grad,9,Never-married,Private,Other-service,40,<=50K,0
35,Male,HS-grad,9,Married,Private,Sales,60,<=50K,0
41,Male,11th,7,Divorced,Private,Other-service,40,<=50K,0
42,Male,HS-grad,9,Divorced,Private,Other-service,35,<=50K,0
26,Male,HS-grad,9,Married,Private,Craft-repair,40,<=50K,0
40,Female,Some-college,10,Divorced,Private,Adm-clerical,40,<=50K,0
21,Female,Some-college,10,Never-married,Private,Exec-managerial,38,<=50K,0
37,Female,HS-grad,9,Divorced,Private,Exec-managerial,50,<=50K,0
28,Female,HS-grad,9,Never-married,Private,Adm-clerical,40,<=50K,0
35,Male,HS-grad,9,Separated,Private,Craft-repair,50,<=50K,0
25,Female,HS-grad,9,Never-married,Private,Sales,40,<=50K,0
36,Male,HS-grad,9,Married,Private,Prof-specialty,60,<=50K,0
90,Male,Assoc-acdm,12,Married,Private,Sales,50,>50K,1
28,Male,Masters,14,Married,State-gov,Exec-managerial,40,<=50K,0
22,Female,HS-grad,9,Never-married,Private,Adm-clerical,40,<=50K,0
18,Male,11th,7,Never-married,Private,Sales,35,<=50K,0
23,Female,Bachelors,13,Never-married,Private,Adm-clerical,20,<=50K,0
35,Female,HS-grad,9,Divorced,Private,Other-service,50,<=50K,0
24,Male,11th,7,Never-married,Private,Handlers-cleaners,39,<=50K,0
22,Male,HS-grad,9,Never-married,Private,Craft-repair,40,<=50K,0
40,Male,HS-grad,9,Never-married,Private,Craft-repair,50,<=50K,0
27,Female,HS-grad,9,Married,Private,Adm-clerical,40,>50K,1
46,Male,Some-college,10,Married,Private,Sales,40,>50K,1
18,Female,11th,7,Never-married,Private,Other-service,24,<=50K,0
30,Male,Masters,14,Married,Private,Prof-specialty,50,>50K,1
60,Male,Assoc-voc,11,Married,Private,Craft-repair,40,<=50K,0
21,Female,Some-college,10,Never-married,Private,Other-service,40,<=50K,0
34,Male,Assoc-acdm,12,Married,Local-gov,Prof-specialty,60,<=50K,0
53,Male,HS-grad,9,Married,Private,Craft-repair,40,>50K,1
34,Female,Some-college,10,Divorced,Private,Sales,40,<=50K,0
29,Male,HS-grad,9,Never-married,Private,Craft-repair,35,<=50K,0
37,Female,HS-grad,9,Never-married,Private,Transport-moving,40,<=50K,0
41,Female,HS-grad,9,Married,Private,Transport-moving,40,<=50K,0
55,Female,Some-college,10,Married,Private,Adm-clerical,40,>50K,1
60,Female,HS-grad,9,Divorced,Private,Adm-clerical,40,<=50K,0
22,Female,Some-college,10,Never-married,Private,Adm-clerical,40,<=50K,0
20,Male,HS-grad,9,Never-married,Private,Machine-op-inspct,40,<=50K,0
36,Female,HS-grad,9,Widowed,Private,Handlers-cleaners,30,<=50K,0
65,Male,Bachelors,13,Married,Private,Prof-specialty,40,>50K,1
24,Male,Some-college,10,Never-married,Private,Exec-managerial,35,<=50K,0
33,Female,Some-college,10,Married,Self-emp,Prof-specialty,60,>50K,1
24,Male,Some-college,10,Never-married,Private,Handlers-cleaners,40,<=50K,0
43,Male,Assoc-voc,11,Married,Self-emp,Sales,45,>50K,1
25,Male,HS-grad,9,Separated,Private,Craft-repair,40,<=50K,0
32,Male,Bachelors,13,Married,Private,Craft-repair,70,<=50K,0
22,Female,10th,6,Never-married,Private,Sales,25,<=50K,0
24,Male,12th,8,Married,Private,Adm-clerical,50,<=50K,0
53,Male,Assoc-acdm,12,Married,Local-gov,Tech-support,45,>50K,1
27,Male,Masters,14,Never-married,Self-emp,Transport-moving,40,<=50K,0
32,Male,Bachelors,13,Never-married,Private,Adm-clerical,40,<=50K,0
52,Male,Bachelors,13,Married,State-gov,Protective-serv,48,>50K,1
35,Male,12th,8,Never-married,Private,Farming-fishing,20,<=50K,0
51,Male,Assoc-voc,11,Married,Self-emp,Tech-support,38,>50K,1
45,Male,HS-grad,9,Widowed,Private,Machine-op-inspct,40,<=50K,0
34,Female,Some-college,10,Divorced,Private,Adm-clerical,40,<=50K,0
32,Male,Assoc-voc,11,Married,Private,Sales,60,>50K,1
38,Female,Some-college,10,Separated,State-gov,Exec-managerial,45,<=50K,0
65,Male,11th,7,Married,Local-gov,Transport-moving,35,<=50K,0
19,Male,Some-college,10,Never-married,Private,Machine-op-inspct,20,<=50K,0
23,Male,Bachelors,13,Never-married,Private,Exec-managerial,40,<=50K,0
51,Male,Assoc-acdm,12,Married,Local-gov,Prof-specialty,60,<=50K,0
63,Male,Some-college,10,Married,Private,Handlers-cleaners,40,>50K,1
23,Female,11th,7,Separated,Private,Other-service,40,<=50K,0
51,Male,11th,7,Married,Private,Handlers-cleaners,40,<=50K,0
27,Male,HS-grad,9,Married,Federal-gov,Other-service,40,<=50K,0
32,Female,Bachelors,13,Married,Private,Exec-managerial,40,>50K,1
29,Male,Some-college,10,Never-married,Private,Transport-moving,40,<=50K,0
37,Male,Some-college,10,Married,Private,Other-service,40,<=50K,0
52,Male,HS-grad,9,Divorced,Private,Other-service,38,<=50K,0
43,Male,Prof-school,15,Married,Self-emp,Prof-specialty,50,>50K,1
26,Male,Some-college,10,Never-married,Private,Other-service,40,<=50K,0
25,Female,HS-grad,9,Never-married,Private,Adm-clerical,38,<=50K,0
50,Male,Bachelors,13,Married,Self-emp,Exec-managerial,40,>50K,1
31,Female,Bachelors,13,Never-married,Private,Prof-specialty,40,<=50K,0
45,Female,Masters,14,Married,Local-gov,Prof-specialty,35,>50K,1
29,Male,Some-college,10,Married,Private,Other-service,40,<=50K,0
32,Female,Some-college,10,Divorced,Self-emp,Other-service,35,<=50K,0
59,Male,Masters,14,Married,Private,Prof-specialty,50,>50K,1
31,Female,HS-grad,9,Never-married,Private,Adm-clerical,35,<=50K,0
47,Male,Masters,14,Married,Self-emp,Prof-specialty,40,>50K,1
31,Female,HS-grad,9,Never-married,Self-emp,Other-service,40,<=50K,0
24,Male,Bachelors,13,Never-married,Private,Sales,40,<=50K,0
36,Male,HS-grad,9,Never-married,Private,Craft-repair,40,<=50K,0
64,Male,HS-grad,9,Widowed,Private,Transport-moving,22,<=50K,0
25,Male,Assoc-acdm,12,Never-married,Private,Exec-managerial,40,<=50K,0
62,Male,HS-grad,9,Married,Private,Transport-moving,40,>50K,1
25,Male,9th,5,Married,Private,Craft-repair,40,<=50K,0
45,Female,HS-grad,9,Divorced,Private,Exec-managerial,38,<=50K,0
44,Male,Assoc-acdm,12,Married,Private,Sales,40,<=50K,0
54,Male,Bachelors,13,Married,Self-emp,Sales,50,>50K,1
26,Male,HS-grad,9,Never-married,Private,Machine-op-inspct,40,<=50K,0
27,Female,Bachelors,13,Never-married,Private,Adm-clerical,55,<=50K,0
41,Female,HS-grad,9,Separated,Local-gov,Adm-clerical,40,<=50K,0
24,Female,Bachelors,13,Never-married,Private,Other-service,30,<=50K,0
56,Female,Some-college,10,Divorced,Private,Adm-clerical,40,<=50K,0
18,Female,HS-grad,9,Never-married,Private,Sales,40,<=50K,0
24,Female,Some-college,10,Married-spouse-absent,Private,Sales,30,<=50K,0
43,Female,HS-grad,9,Widowed,Private,Craft-repair,40,<=50K,0
54,Male,Masters,14,Married,Local-gov,Prof-specialty,40,>50K,1
49,Female,Some-college,10,Divorced,Private,Adm-clerical,38,<=50K,0
30,Female,HS-grad,9,Never-married,Private,Sales,40,<=50K,0
49,Male,11th,7,Married,Private,Transport-moving,40,<=50K,0
19,Female,HS-grad,9,Never-married,Private,Other-service,40,<=50K,0
45,Male,HS-grad,9,Married-spouse-absent,Private,Craft-repair,40,<=50K,0
60,Male,Some-college,10,Married,Private,Craft-repair,65,<=50K,0
23,Male,HS-grad,9,Never-married,Local-gov,Craft-repair,40,<=50K,0
36,Male,Bachelors,13,Married,Local-gov,Adm-clerical,40,<=50K,0
51,Male,Bachelors,13,Married,Private,Other-service,40,>50K,1
28,Female,Assoc-voc,11,Never-married,Private,Other-service,48,<=50K,0
27,Female,Assoc-voc,11,Never-married,Private,Prof-specialty,36,<=50K,0
44,Male,Bachelors,13,Married,Self-emp,Exec-managerial,40,<=50K,0
18,Female,11th,7,Never-married,Private,Other-service,20,<=50K,0
47,Male,HS-grad,9,Married,Private,Handlers-cleaners,40,>50K,1
47,Male,Bachelors,13,Married,Federal-gov,Adm-clerical,45,>50K,1
52,Female,HS-grad,9,Married,Private,Sales,60,<=50K,0
32,Female,Some-college,10,Divorced,Private,Adm-clerical,38,<=50K,0
27,Female,Some-college,10,Separated,Private,Adm-clerical,20,<=50K,0
24,Female,Bachelors,13,Never-married,Private,Adm-clerical,20,<=50K,0
42,Male,Bachelors,13,Married,Private,Exec-managerial,40,>50K,1
25,Female,Bachelors,13,Never-married,Private,Sales,40,<=50K,0
20,Female,Some-college,10,Separated,Private,Sales,40,<=50K,0
44,Male,Bachelors,13,Married,Self-emp,Exec-managerial,60,<=50K,0
55,Male,Some-college,10,Married,Private,Transport-moving,74,>50K,1
35,Female,HS-grad,9,Divorced,State-gov,Protective-serv,40,<=50K,0
20,Male,HS-grad,9,Never-married,Private,Other-service,30,<=50K,0
35,Male,12th,8,Divorced,Private,Protective-serv,40,<=50K,0
36,Male,Masters,14,Married,Private,Prof-specialty,40,>50K,1
25,Female,HS-grad,9,Never-married,Private,Adm-clerical,40,<=50K,0
36,Male,Assoc-voc,11,Married,Private,Exec-managerial,50,>50K,1
19,Male,HS-grad,9,Never-married,Private,Handlers-cleaners,28,<=50K,0
29,Male,HS-grad,9,Married,Self-emp,Craft-repair,40,<=50K,0
38,Female,Assoc-acdm,12,Never-married,Private,Prof-specialty,36,<=50K,0
20,Male,10th,6,Never-married,Private,Craft-repair,40,<=50K,0
33,Female,HS-grad,9,Married,Private,Tech-support,40,>50K,1
19,Male,Some-college,10,Never-married,Private,Sales,40,<=50K,0
20,Female,Some-college,10,Never-married,Private,Machine-op-inspct,40,<=50K,0
19,Female,Some-college,10,Never-married,Private,Adm-clerical,40,<=50K,0
39,Female,11th,7,Divorced,Local-gov,Adm-clerical,40,<=50K,0
19,Female,12th,8,Never-married,Private,Adm-clerical,40,<=50K,0
30,Female,HS-grad,9,Never-married,Private,Adm-clerical,40,<=50K,0
21,Male,Some-college,10,Never-married,Private,Other-service,20,<=50K,0
42,Female,Bachelors,13,Married,Private,Exec-managerial,50,>50K,1
27,Male,10th,6,Married,Private,Handlers-cleaners,20,<=50K,0
52,Male,11th,7,Married,Private,Other-service,40,<=50K,0
41,Female,Some-college,10,Divorced,Private,Adm-clerical,40,<=50K,0
31,Male,Some-college,10,Never-married,Private,Craft-repair,40,<=50K,0
33,Male,HS-grad,9,Never-married,Private,Machine-op-inspct,40,<=50K,0
19,Male,Some-college,10,Never-married,Private,Other-service,35,<=50K,0
45,Male,Prof-school,15,Divorced,Self-emp,Prof-specialty,36,>50K,1
51,Male,Masters,14,Never-married,Private,Prof-specialty,40,>50K,1
43,Female,Some-college,10,Never-married,Private,Other-service,28,<=50K,0
29,Female,Bachelors,13,Never-married,Federal-gov,Prof-specialty,40,<=50K,0
34,Male,HS-grad,9,Divorced,State-gov,Craft-repair,40,<=50K,0
35,Male,Masters,14,Married,Private,Prof-specialty,40,>50K,1
20,Male,HS-grad,9,Never-married,Private,Other-service,40,<=50K,0
42,Female,Doctorate,16,Divorced,State-gov,Prof-specialty,36,<=50K,0
75,Male,10th,6,Married,Private,Transport-moving,40,<=50K,0
29,Male,Bachelors,13,Married,Private,Prof-specialty,50,>50K,1
46,Male,Assoc-acdm,12,Never-married,Private,Tech-support,56,<=50K,0
38,Male,HS-grad,9,Married,Local-gov,Protective-serv,40,>50K,1
70,Female,10th,6,Widowed,Private,Transport-moving,40,<=50K,0
32,Male,Some-college,10,Divorced,Private,Exec-managerial,50,<=50K,0
43,Male,10th,6,Never-married,Private,Machine-op-inspct,40,<=50K,0
40,Female,10th,6,Separated,Private,Transport-moving,70,<=50K,0
30,Male,Bachelors,13,Never-married,State-gov,Adm-clerical,40,<=50K,0
23,Female,HS-grad,9,Never-married,Private,Adm-clerical,40,<=50K,0
23,Female,HS-grad,9,Never-married,Private,Exec-managerial,40,<=50K,0
20,Male,HS-grad,9,Never-married,Local-gov,Handlers-cleaners,40,<=50K,0
48,Male,Doctorate,16,Married,Private,Prof-specialty,40,>50K,1
22,Male,HS-grad,9,Married,Private,Other-service,20,<=50K,0
20,Male,HS-grad,9,Never-married,Private,Other-service,25,<=50K,0
39,Male,Bachelors,13,Married,Private,Exec-managerial,40,>50K,1
20,Male,HS-grad,9,Never-married,Private,Other-service,30,<=50K,0
28,Male,Masters,14,Never-married,Private,Sales,42,<=50K,0
36,Male,Assoc-voc,11,Married,Local-gov,Protective-serv,53,>50K,1
35,Female,HS-grad,9,Separated,Private,Adm-clerical,40,<=50K,0
56,Male,HS-grad,9,Never-married,Private,Machine-op-inspct,32,<=50K,0
36,Male,Bachelors,13,Divorced,Private,Prof-specialty,45,<=50K,0
51,Female,HS-grad,9,Widowed,State-gov,Adm-clerical,40,<=50K,0
37,Male,Some-college,10,Never-married,Federal-gov,Other-service,40,<=50K,0
42,Male,Some-college,10,Never-married,Private,Other-service,40,<=50K,0
35,Male,HS-grad,9,Never-married,Private,Other-service,30,<=50K,0
33,Male,HS-grad,9,Divorced,Private,Handlers-cleaners,20,<=50K,0
38,Male,Some-college,10,Married,Private,Prof-specialty,40,>50K,1
29,Male,Some-college,10,Never-married,Federal-gov,Adm-clerical,40,<=50K,0
45,Female,Masters,14,Divorced,Private,Prof-specialty,55,<=50K,0
27,Male,HS-grad,9,Married,Private,Transport-moving,40,<=50K,0
39,Male,Bachelors,13,Married,Private,Exec-managerial,50,>50K,1
19,Female,HS-grad,9,Never-married,Private,Other-service,40,<=50K,0
41,Female,Some-college,10,Divorced,Private,Adm-clerical,40,<=50K,0
41,Male,Bachelors,13,Divorced,State-gov,Exec-managerial,40,<=50K,0
19,Male,HS-grad,9,Never-married,Private,Sales,50,<=50K,0
58,Male,Masters,14,Married,Self-emp,Exec-managerial,50,<=50K,0
54,Male,Some-college,10,Married,Private,Sales,50,>50K,1
24,Male,HS-grad,9,Divorced,Private,Machine-op-inspct,40,<=50K,0
52,Male,Bachelors,13,Married,Private,Exec-managerial,40,>50K,1
59,Male,10th,6,Married,Self-emp,Craft-repair,40,<=50K,0
27,Male,Some-college,10,Married,Private,Sales,40,>50K,1
77,Male,Prof-school,15,Married,Private,Exec-managerial,40,<=50K,0
49,Male,HS-grad,9,Married,Federal-gov,Adm-clerical,40,>50K,1
36,Male,HS-grad,9,Married,Private,Craft-repair,45,<=50K,0
30,Male,HS-grad,9,Married,Private,Craft-repair,35,>50K,1
36,Female,HS-grad,9,Divorced,Private,Other-service,20,<=50K,0
35,Male,Assoc-voc,11,Divorced,Private,Exec-managerial,45,<=50K,0
45,Male,HS-grad,9,Married,Private,Craft-repair,45,<=50K,0
40,Female,HS-grad,9,Never-married,Private,Other-service,40,<=50K,0
60,Female,10th,6,Widowed,Private,Tech-support,40,<=50K,0
46,Female,11th,7,Separated,Private,Machine-op-inspct,40,<=50K,0
56,Male,Bachelors,13,Married,Private,Sales,45,>50K,1
25,Male,11th,7,Divorced,Private,Machine-op-inspct,40,<=50K,0
40,Male,Some-college,10,Divorced,Private,Craft-repair,50,<=50K,0
34,Male,10th,6,Married,Private,Farming-fishing,35,<=50K,0
56,Male,HS-grad,9,Married,Private,Sales,55,>50K,1
25,Female,Bachelors,13,Never-married,Local-gov,Exec-managerial,20,<=50K,0
46,Male,Bachelors,13,Married,Self-emp,Prof-specialty,60,>50K,1
48,Male,Some-college,10,Married,Private,Tech-support,40,>50K,1
33,Male,Some-college,10,Never-married,Self-emp,Other-service,35,<=50K,0
45,Male,Some-college,10,Married,Private,Other-service,44,>50K,1
42,Female,Bachelors,13,Married,Private,Adm-clerical,40,>50K,1
68,Male,Doctorate,16,Married,Private,Prof-specialty,55,>50K,1
36,Female,Assoc-acdm,12,Married,Federal-gov,Adm-clerical,40,>50K,1
21,Female,HS-grad,9,Never-married,Private,Adm-clerical,25,<=50K,0
39,Male,Some-college,10,Married,Private,Craft-repair,52,>50K,1
64,Male,HS-grad,9,Widowed,Local-gov,Exec-managerial,40,<=50K,0
56,Male,Bachelors,13,Married,Private,Prof-specialty,45,>50K,1
33,Female,Some-college,10,Separated,Local-gov,Other-service,35,<=50K,0
50,Male,Prof-school,15,Married,Private,Prof-specialty,36,>50K,1
40,Female,Assoc-acdm,12,Divorced,Private,Adm-clerical,40,<=50K,0
60,Male,9th,5,Married,Self-emp,Exec-managerial,67,>50K,1
33,Female,Assoc-voc,11,Separated,Private,Adm-clerical,50,<=50K,0
64,Female,Some-college,10,Widowed,Private,Sales,40,<=50K,0
22,Male,HS-grad,9,Married-spouse-absent,Private,Sales,40,<=50K,0
29,Male,HS-grad,9,Never-married,Private,Other-service,30,<=50K,0
31,Male,HS-grad,9,Married,Self-emp,Transport-moving,40,>50K,1
35,Male,Bachelors,13,Married-spouse-absent,Federal-gov,Exec-managerial,40,<=50K,0
42,Male,HS-grad,9,Married,State-gov,Exec-managerial,40,>50K,1
23,Female,Bachelors,13,Never-married,Private,Adm-clerical,40,<=50K,0
37,Female,HS-grad,9,Never-married,State-gov,Adm-clerical,40,<=50K,0
42,Male,Bachelors,13,Married,Self-emp,Exec-managerial,45,>50K,1
24,Male,Some-college,10,Never-married,Private,Exec-managerial,40,<=50K,0
25,Female,Bachelors,13,Never-married,Private,Prof-specialty,40,<=50K,0
42,Female,HS-grad,9,Divorced,Private,Handlers-cleaners,40,<=50K,0
30,Male,HS-grad,9,Never-married,Private,Adm-clerical,40,<=50K,0
40,Male,Some-college,10,Married,Private,Handlers-cleaners,40,>50K,1
25,Female,HS-grad,9,Never-married,Private,Machine-op-inspct,40,<=50K,0
28,Male,Bachelors,13,Married,Private,Exec-managerial,57,>50K,1
52,Male,Assoc-voc,11,Married,Private,Tech-support,40,<=50K,0
26,Female,HS-grad,9,Never-married,Private,Adm-clerical,40,<=50K,0
28,Male,HS-grad,9,Married,Private,Tech-support,40,<=50K,0
47,Male,Some-college,10,Married,Private,Prof-specialty,40,>50K,1
29,Male,Bachelors,13,Never-married,Private,Prof-specialty,40,<=50K,0
36,Male,Bachelors,13,Married,Self-emp,Exec-managerial,50,>50K,1
29,Male,HS-grad,9,Married,Private,Handlers-cleaners,40,<=50K,0
23,Female,HS-grad,9,Never-married,Private,Craft-repair,40,<=50K,0
36,Male,Assoc-acdm,12,Married,Private,Exec-managerial,44,>50K,1
54,Male,HS-grad,9,Married,Private,Craft-repair,40,>50K,1
54,Female,HS-grad,9,Widowed,Private,Other-service,40,<=50K,0
38,Female,Some-college,10,Never-married,Private,Sales,40,<=50K,0
33,Male,Some-college,10,Married,Private,Exec-managerial,40,>50K,1
31,Male,HS-grad,9,Never-married,Local-gov,Transport-moving,40,<=50K,0
52,Female,Assoc-voc,11,Divorced,Private,Other-service,40,<=50K,0
58,Male,Bachelors,13,Married,Self-emp,Prof-specialty,60,>50K,1
65,Male,Bachelors,13,Divorced,Private,Prof-specialty,40,<=50K,0
23,Female,Some-college,10,Never-married,Private,Adm-clerical,40,<=50K,0
31,Female,HS-grad,9,Divorced,Private,Other-service,40,<=50K,0
45,Female,HS-grad,9,Divorced,Private,Adm-clerical,28,<=50K,0
52,Male,HS-grad,9,Married,Private,Transport-moving,40,>50K,1
50,Male,Masters,14,Married,Private,Craft-repair,45,>50K,1
53,Female,Some-college,10,Married-spouse-absent,Private,Sales,40,<=50K,0
69,Male,Bachelors,13,Married,Private,Exec-managerial,50,>50K,1
23,Male,Some-college,10,Never-married,Private,Other-service,35,<=50K,0
36,Male,Some-college,10,Never-married,Private,Other-service,45,<=50K,0
19,Male,HS-grad,9,Never-married,Private,Transport-moving,35,<=50K,0
41,Male,Assoc-acdm,12,Married,Private,Prof-specialty,40,>50K,1
18,Male,HS-grad,9,Never-married,Self-emp,Farming-fishing,40,<=50K,0
30,Female,Bachelors,13,Never-married,Private,Prof-specialty,40,<=50K,0
26,Male,Some-college,10,Married,Private,Machine-op-inspct,40,<=50K,0
